"color","image","lighting","model","year_3","year_s","year_x","year_y"
"Black/Dark gray","%~n1-19.jpg","Dark","X","","","2016–2020",""
"Black/Dark gray","%~n1-198.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-199.jpg","Dark","Y","","","","2020–2024"
"Light gray/Silver","%~n1-2.jpg","Dark","3","2024–nå","","",""
"Black/Dark gray","%~n1-200.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-204.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-205.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-206.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-219.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-220.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-221.jpg","Dark","Y","","","","2020–2024"
"Blue","%~n1-222.jpg","Dark","Y","","","","2020–2024"
"Blue","%~n1-223.jpg","Dark","Y","","","","2020–2024"
"Blue","%~n1-224.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-237.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-238.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-239.jpg","Dark","Y","","","","2020–2024"
"Blue","%~n1-240.jpg","Dark","Y","","","","2025-nå"
"Blue","%~n1-241.jpg","Dark","Y","","","","2025-nå"
"Blue","%~n1-242.jpg","Dark","Y","","","","2025-nå"
"White","%~n1-245.jpg","Dark","Y","","","","2025-nå"
"Red","%~n1-246.jpg","Dark","Y","","","","2020–2024"
"Red","%~n1-248.jpg","Dark","Y","","","","2020–2024"
"Blue","%~n1-256.jpg","Dark","3","2017–2023","","",""
"White","%~n1-26.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-260.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-262.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-263.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-264.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-267.jpg","Dark","Y","","","","2025-nå"
"White","%~n1-268.jpg","Dark","Y","","","","2025-nå"
"White","%~n1-269.jpg","Dark","Y","","","","2025-nå"
"White","%~n1-27.jpg","Dark","3","2017–2023","","",""
"White","%~n1-272.jpg","Dark","3","2017–2023","","",""
"White","%~n1-273.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-280.jpg","Dark","Y","","","","2025-nå"
"White","%~n1-299.jpg","Dark","Y","","","","2025-nå"
"Blue","%~n1-3.jpg","Dark","3","2017–2023","","",""
"White","%~n1-30.jpg","Dark","Y","","","","2025-nå"
"Black/Dark gray","%~n1-305.jpg","Dark","3","2017–2023","","",""
"White","%~n1-306.jpg","Dark","3","2017–2023","","",""
"White","%~n1-307.jpg","Dark","3","2017–2023","","",""
"White","%~n1-308.jpg","Dark","3","2017–2023","","",""
"Red","%~n1-309.jpg","Dark","Y","","","","2025-nå"
"Red","%~n1-311.jpg","Dark","Y","","","","2025-nå"
"Black/Dark gray","%~n1-315.jpg","Dark","Y","","","","2025-nå"
"Black/Dark gray","%~n1-316.jpg","Dark","Y","","","","2025-nå"
"Black/Dark gray","%~n1-317.jpg","Dark","Y","","","","2025-nå"
"White","%~n1-32.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-324.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-325.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-326.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-327.jpg","Dark","X","","","2016–2020",""
"Black/Dark gray","%~n1-33.jpg","Dark","Y","","","","2025-nå"
"Light gray/Silver","%~n1-330.jpg","Dark","Y","","","","2020–2024"
"Light gray/Silver","%~n1-331.jpg","Dark","Y","","","","2020–2024"
"Blue","%~n1-334.jpg","Dark","3","2024–nå","","",""
"Red","%~n1-335.jpg","Dark","Y","","","","2020–2024"
"Red","%~n1-336.jpg","Dark","Y","","","","2020–2024"
"Red","%~n1-337.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-338.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-339.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-34.jpg","Dark","Y","","","","2025-nå"
"Black/Dark gray","%~n1-340.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-341.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-342.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-343.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-344.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-345.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-346.jpg","Dark","3","2017–2023","","",""
"Red","%~n1-347.jpg","Dark","3","2024–nå","","",""
"Red","%~n1-348.jpg","Dark","3","2024–nå","","",""
"Red","%~n1-349.jpg","Dark","3","2024–nå","","",""
"Blue","%~n1-351.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-355.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-356.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-357.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-358.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-359.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-36.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-360.jpg","Dark","X","","","2021–nå",""
"White","%~n1-361.jpg","Dark","X","","","2021–nå",""
"White","%~n1-362.jpg","Dark","X","","","2021–nå",""
"Black/Dark gray","%~n1-364.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-368.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-369.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-37.jpg","Dark","Y","","","","2020–2024"
"Light gray/Silver","%~n1-371.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-38.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-39.jpg","Dark","Y","","","","2020–2024"
"Blue","%~n1-4.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-40.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-41.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-42.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-43.jpg","Dark","3","2024–nå","","",""
"White","%~n1-44.jpg","Dark","3","2024–nå","","",""
"Blue","%~n1-5.jpg","Dark","3","2017–2023","","",""
"Blue","%~n1-6.jpg","Dark","3","2017–2023","","",""
"White","%~n1-63.jpg","Dark","3","2017–2023","","",""
"White","%~n1-64.jpg","Dark","3","2017–2023","","",""
"White","%~n1-65.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-67.jpg","Dark","3","2017–2023","","",""
"Black/Dark gray","%~n1-7.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-71.jpg","Dark","X","","","2016–2020",""
"White","%~n1-72.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-73.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-74.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-75.jpg","Dark","X","","","2021–nå",""
"Black/Dark gray","%~n1-76.jpg","Dark","X","","","2021–nå",""
"White","%~n1-79.jpg","Dark","3","2024–nå","","",""
"Black/Dark gray","%~n1-8.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-80.jpg","Dark","3","2024–nå","","",""
"White","%~n1-81.jpg","Dark","3","2024–nå","","",""
"Red","%~n1-82.jpg","Dark","3","2024–nå","","",""
"Black/Dark gray","%~n1-85.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-86.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-87.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-89.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-9.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-90.jpg","Dark","Y","","","","2020–2024"
"Black/Dark gray","%~n1-91.jpg","Dark","Y","","","","2020–2024"
"White","%~n1-92.jpg","Dark","3","2017–2023","","",""
"White","%~n1-93.jpg","Dark","3","2017–2023","","",""
"White","%~n1-94.jpg","Dark","3","2017–2023","","",""
"White","%~n1-95.jpg","Dark","3","2017–2023","","",""
"White","%~n1-96.jpg","Dark","3","2017–2023","","",""
"White","%~n1-97.jpg","Dark","3","2017–2023","","",""
"White","%~n1-98.jpg","Dark","3","2017–2023","","",""
"Blue","%~n1-458.jpg","Light","Other car","","","",""
"Blue","%~n1-459.jpg","Light","Other car","","","",""
"Blue","%~n1-460.jpg","Light","Other car","","","",""
"Light gray/Silver","%~n1-461.jpg","Light","Other car","","","",""
"Blue","%~n1-462.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-477.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-478.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-479.jpg","Light","Other car","","","",""
"White","%~n1-483.jpg","Light","Other car","","","",""
"Blue","%~n1-487.jpg","Light","Other car","","","",""
"White","%~n1-493.jpg","Light","Other car","","","",""
"White","%~n1-497.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-502.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-510.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-511.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-512.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-513.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-514.jpg","Light","Other car","","","",""
"White","%~n1-515.jpg","Light","Other car","","","",""
"Red","%~n1-516.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-517.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-519.jpg","Light","Other car","","","",""
"White","%~n1-523.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-528.jpg","Light","Other car","","","",""
"Black/Dark gray","%~n1-529.jpg","Light","Other car","","","",""
"Black/Dark gray","20260128_071238175_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071244212_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071250035_iOS.jpg","Medium","Other car","","","",""
"Blue","20260128_071259375_iOS.jpg","Medium","Other car","","","",""
"Blue","20260128_071302674_iOS.jpg","Medium","Other car","","","",""
"Blue","20260128_071306071_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260128_071320851_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260128_071324420_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071328279_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071330707_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071333160_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071356396_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071400064_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071410555_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071412420_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071414110_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260128_071428142_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071435350_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071440089_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071504979_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071507645_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071510770_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071514907_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071517858_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260128_071520866_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260201_175122189_iOS.jpg","Dark","Other car","","","",""
"White","20260201_175133320_iOS.jpg","Dark","Other car","","","",""
"Black/Dark gray","20260201_175308965_iOS.jpg","Dark","Other car","","","",""
"Black/Dark gray","20260201_175724047_iOS.jpg","Dark","Other car","","","",""
"Red","20260201_175737664_iOS.jpg","Dark","Other car","","","",""
"Black/Dark gray","20260201_175749259_iOS.jpg","Dark","Other car","","","",""
"White","20260201_175756474_iOS.jpg","Dark","Other car","","","",""
"Light gray/Silver","20260201_175804637_iOS.jpg","Dark","Other car","","","",""
"Blue","20260201_175812252_iOS.jpg","Dark","Other car","","","",""
"Black/Dark gray","20260201_175821025_iOS.jpg","Dark","Other car","","","",""
"Black/Dark gray","20260201_175838778_iOS.jpg","Dark","Other car","","","",""
"White","20260201_175857256_iOS.jpg","Dark","Other car","","","",""
"White","20260201_175909710_iOS.jpg","Dark","Other car","","","",""
"Light gray/Silver","20260201_175920101_iOS.jpg","Dark","Other car","","","",""
"Black/Dark gray","20260201_175927356_iOS.jpg","Dark","Other car","","","",""
"Black/Dark gray","20260201_175933664_iOS.jpg","Dark","Other car","","","",""
"White","20260201_175941311_iOS.jpg","Dark","Other car","","","",""
"Light gray/Silver","20260201_175950193_iOS.jpg","Dark","Other car","","","",""
"Black/Dark gray","20260201_175957815_iOS.jpg","Dark","Other car","","","",""
"Blue","20260201_180007454_iOS.jpg","Dark","Other car","","","",""
"Light gray/Silver","20260201_180031952_iOS.jpg","Dark","Other car","","","",""
"White","20260201_180043569_iOS.jpg","Dark","Other car","","","",""
"Red","20260201_180050759_iOS.jpg","Dark","Other car","","","",""
"Black/Dark gray","20260201_180059734_iOS.jpg","Dark","Other car","","","",""
"Black/Dark gray","%~n1-332.jpg","Medium","Other car","","","",""
"Black/Dark gray","%~n1-333.jpg","Dark","Other car","","","",""
"Black/Dark gray","20260207_140446188_iOS.jpg","Light","S","","2012–2015","",""
"Black/Dark gray","20260207_140510424_iOS.jpg","Light","S","","2012–2015","",""
"Red","20260207_140725363_iOS.jpg","Light","S","","2012–2015","",""
"Black/Dark gray","20260207_141309906_iOS.jpg","Light","X","","","2016–2020",""
"Black/Dark gray","20260207_141319791_iOS.jpg","Light","X","","","2016–2020",""
"Black/Dark gray","20260207_141326054_iOS.jpg","Light","X","","","2016–2020",""
"Black/Dark gray","20260207_142739867_iOS.jpg","Light","S","","2012–2015","",""
"Black/Dark gray","20260207_142802209_iOS.jpg","Light","S","","2012–2015","",""
"Black/Dark gray","20260207_142811390_iOS.jpg","Light","S","","2012–2015","",""
"Red","20260207_143303735_iOS.jpg","Light","S","","2012–2015","",""
"Red","20260207_143307868_iOS.jpg","Light","S","","2012–2015","",""
"Red","20260207_143310316_iOS.jpg","Light","S","","2012–2015","",""
"Black/Dark gray","20260207_150036345_iOS.jpg","Light","X","","","2016–2020",""
"Black/Dark gray","20260207_150044968_iOS.jpg","Light","X","","","2016–2020",""
"Black/Dark gray","20260207_150054829_iOS.jpg","Light","X","","","2016–2020",""
"Black/Dark gray","20260207_150147013_iOS.jpg","Light","X","","","2016–2020",""
"Black/Dark gray","20260207_150206882_iOS.jpg","Light","X","","","2016–2020",""
"Black/Dark gray","20260207_150215076_iOS.jpg","Light","X","","","2016–2020",""
"Light gray/Silver","20260207_151140247_iOS.jpg","Light","S","","2016–2020","",""
"Light gray/Silver","20260207_151150444_iOS.jpg","Light","S","","2016–2020","",""
"Light gray/Silver","20260207_151157176_iOS.jpg","Light","S","","2016–2020","",""
"Black/Dark gray","20260207_151332096_iOS.jpg","Light","X","","","2016–2020",""
"Black/Dark gray","20260207_151341607_iOS.jpg","Light","X","","","2016–2020",""
"Black/Dark gray","20260207_151350189_iOS.jpg","Light","X","","","2016–2020",""
"White","20260303_121342065_iOS.jpg","Medium","Other car","","","",""
"White","20260303_121349694_iOS.jpg","Medium","Other car","","","",""
"White","20260303_121359215_iOS.jpg","Medium","Other car","","","",""
"Orange","20260303_121402047_iOS.jpg","Medium","Other car","","","",""
"Orange","20260303_121406786_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121411071_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121417630_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121419563_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121422625_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121438324_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121507938_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121522305_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121527033_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121532446_iOS.jpg","Medium","Other car","","","",""
"Blue","20260303_121540439_iOS.jpg","Medium","Other car","","","",""
"Blue","20260303_121544572_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121550482_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121554948_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121602687_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121606161_iOS.jpg","Medium","Other car","","","",""
"Red","20260303_121607797_iOS.jpg","Medium","Other car","","","",""
"Red","20260303_121609825_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121627858_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121633237_iOS.jpg","Medium","Other car","","","",""
"White","20260303_121640725_iOS.jpg","Light","Other car","","","",""
"White","20260303_121646629_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121650899_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121655203_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121657685_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121701582_iOS.jpg","Medium","Other car","","","",""
"Blue","20260303_121710486_iOS.jpg","Medium","Other car","","","",""
"Blue","20260303_121716463_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121724519_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121729478_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121738517_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121749754_iOS.jpg","Medium","Other car","","","",""
"Yellow","20260303_121755514_iOS.jpg","Medium","Other car","","","",""
"Yellow","20260303_121759532_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121810811_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121815465_iOS.jpg","Medium","Other car","","","",""
"Blue","20260303_121821801_iOS.jpg","Medium","Other car","","","",""
"Blue","20260303_121825302_iOS.jpg","Medium","Other car","","","",""
"Red","20260303_121832072_iOS.jpg","Medium","Other car","","","",""
"Red","20260303_121835545_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121839144_iOS.jpg","Medium","Other car","","","",""
"Black/Dark gray","20260303_121842246_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121850632_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121854553_iOS.jpg","Medium","Other car","","","",""
"Blue","20260303_121927279_iOS.jpg","Medium","Other car","","","",""
"Blue","20260303_121931121_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121934527_iOS.jpg","Medium","Other car","","","",""
"Light gray/Silver","20260303_121940113_iOS.jpg","Medium","Other car","","","",""
"Blue","20260303_121950113_iOS.jpg","Medium","Other car","","","",""
"Blue","20260303_121954130_iOS.jpg","Medium","Other car","","","",""
"White","20260303_122007365_iOS.jpg","Medium","Other car","","","",""
