color,image,lighting,model,source,year
White,Egenprodusert/Tesla/low-light/%~n1-25.jpg,Medium,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/low-light/%~n1-250.jpg,Medium,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/low-light/%~n1-251.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-252.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-253.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-254.jpg,Medium,Y 2025-nå,internal,2025-nå
Blue,Egenprodusert/Tesla/low-light/%~n1-255.jpg,Medium,3 2017–2023,internal,2017–2023
Blue,Egenprodusert/Tesla/low-light/%~n1-257.jpg,Medium,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/low-light/%~n1-258.jpg,Medium,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/low-light/%~n1-259.jpg,Medium,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/low-light/%~n1-261.jpg,Medium,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-265.jpg,Medium,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/low-light/%~n1-266.jpg,Medium,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/low-light/%~n1-270.jpg,Medium,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/low-light/%~n1-271.jpg,Medium,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/low-light/%~n1-274.jpg,Medium,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/low-light/%~n1-275.jpg,Medium,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/low-light/%~n1-276.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-277.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-278.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-279.jpg,Medium,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/low-light/%~n1-28.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-281.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-282.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-283.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-284.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-285.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-286.jpg,Medium,3 2024–nå,internal,2024–nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-287.jpg,Medium,3 2024–nå,internal,2024–nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-288.jpg,Medium,3 2024–nå,internal,2024–nå
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-289.jpg,Medium,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/low-light/%~n1-29.jpg,Medium,Y 2025-nå,internal,2025-nå
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-290.jpg,Medium,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-291.jpg,Medium,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-292.jpg,Medium,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/low-light/%~n1-293.jpg,Medium,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-294.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-295.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-296.jpg,Medium,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/low-light/%~n1-297.jpg,Medium,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/low-light/%~n1-298.jpg,Medium,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/low-light/%~n1-300.jpg,Medium,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/low-light/%~n1-301.jpg,Medium,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/low-light/%~n1-302.jpg,Medium,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-303.jpg,Medium,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-304.jpg,Medium,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/low-light/%~n1-31.jpg,Medium,Y 2020–2024,internal,2020–2024
Red,Egenprodusert/Tesla/low-light/%~n1-310.jpg,Medium,Y 2025-nå,internal,2025-nå
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-312.jpg,Medium,Y 2025-nå,internal,2025-nå
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-313.jpg,Medium,Y 2025-nå,internal,2025-nå
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-314.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-318.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-319.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-320.jpg,Medium,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/low-light/%~n1-321.jpg,Medium,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/low-light/%~n1-322.jpg,Medium,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/low-light/%~n1-323.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-328.jpg,Dark,X,internal,2016–2020
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-329.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-35.jpg,Medium,Y 2025-nå,internal,2025-nå
Blue,Egenprodusert/Tesla/low-light/%~n1-350.jpg,Medium,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/low-light/%~n1-352.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-353.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-354.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-363.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-365.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-366.jpg,Light,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/low-light/%~n1-367.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-370.jpg,Medium,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-372.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-373.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-374.jpg,Medium,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/low-light/%~n1-45.jpg,Medium,3 2024–nå,internal,2024–nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-48.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-49.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-50.jpg,Medium,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-51.jpg,Medium,Y 2025-nå,internal,2025-nå
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-52.jpg,Medium,Y 2025-nå,internal,2025-nå
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-53.jpg,Medium,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-54.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-55.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-56.jpg,Medium,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-57.jpg,Medium,X,internal,2016–2020
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-58.jpg,Medium,X,internal,2016–2020
Light gray/Silver,Egenprodusert/Tesla/low-light/%~n1-59.jpg,Medium,X,internal,2016–2020
Red,Egenprodusert/Tesla/low-light/%~n1-60.jpg,Medium,X,internal,2016–2020
Red,Egenprodusert/Tesla/low-light/%~n1-61.jpg,Medium,X,internal,2016–2020
Red,Egenprodusert/Tesla/low-light/%~n1-62.jpg,Medium,X,internal,2016–2020
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-66.jpg,Medium,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-68.jpg,Medium,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-78.jpg,Medium,X,internal,2021–nå
Red,Egenprodusert/Tesla/low-light/%~n1-83.jpg,Medium,3 2024–nå,internal,2024–nå
Red,Egenprodusert/Tesla/low-light/%~n1-84.jpg,Medium,3 2024–nå,internal,2024–nå
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-88.jpg,Medium,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-99.jpg,Medium,X,internal,2016–2020
Light gray/Silver,Egenprodusert/Tesla/dark/%~n1-0.jpg,Dark,3 2024–nå,internal,2024–nå
Light gray/Silver,Egenprodusert/Tesla/dark/%~n1-1.jpg,Dark,3 2024–nå,internal,2024–nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-10.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-105.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-106.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-11.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-110.jpg,Dark,X,internal,2016–2020
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-111.jpg,Dark,X,internal,2016–2020
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-112.jpg,Medium,X,internal,2016–2020
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-113.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-114.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-115.jpg,Dark,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/dark/%~n1-117.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-12.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-124.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-125.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-126.jpg,Dark,3 2017–2023,internal,2017–2023
Red,Egenprodusert/Tesla/dark/%~n1-127.jpg,Dark,Y 2025-nå,internal,2025-nå
Red,Egenprodusert/Tesla/dark/%~n1-128.jpg,Dark,Y 2025-nå,internal,2025-nå
Red,Egenprodusert/Tesla/dark/%~n1-129.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-13.jpg,Dark,S 2016–nå,internal,2016–2020
Red,Egenprodusert/Tesla/dark/%~n1-130.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-131.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-132.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-133.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-134.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-135.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-136.jpg,Dark,3 2017–2023,internal,2017–2023
Light gray/Silver,Egenprodusert/Tesla/dark/%~n1-139.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-14.jpg,Dark,S 2016–nå,internal,2016–2020
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-15.jpg,Dark,S 2016–nå,internal,2016–2020
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-155.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-156.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-157.jpg,Dark,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/dark/%~n1-159.jpg,Dark,3 2024–nå,internal,2024–nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-161.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-162.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-164.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-165.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-166.jpg,Dark,3 2017–2023,internal,2017–2023
Red,Egenprodusert/Tesla/dark/%~n1-17.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-177.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-178.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-179.jpg,Dark,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/dark/%~n1-18.jpg,Dark,X,internal,2016–2020
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-180.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-181.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-182.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-183.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-184.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-185.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-186.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-187.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-188.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-19.jpg,Dark,X,internal,2016–2020
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-198.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-199.jpg,Dark,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/dark/%~n1-2.jpg,Dark,3 2024–nå,internal,2024–nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-200.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-204.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-205.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-206.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-219.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-220.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-221.jpg,Dark,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/dark/%~n1-222.jpg,Dark,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/dark/%~n1-223.jpg,Dark,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/dark/%~n1-224.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-237.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-238.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-239.jpg,Dark,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/dark/%~n1-240.jpg,Dark,Y 2025-nå,internal,2025-nå
Blue,Egenprodusert/Tesla/dark/%~n1-241.jpg,Dark,Y 2025-nå,internal,2025-nå
Blue,Egenprodusert/Tesla/dark/%~n1-242.jpg,Dark,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/dark/%~n1-245.jpg,Dark,Y 2025-nå,internal,2025-nå
Red,Egenprodusert/Tesla/dark/%~n1-246.jpg,Dark,Y 2020–2024,internal,2020–2024
Red,Egenprodusert/Tesla/dark/%~n1-248.jpg,Dark,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/dark/%~n1-256.jpg,Dark,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/dark/%~n1-26.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-260.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-262.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-263.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-264.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-267.jpg,Dark,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/dark/%~n1-268.jpg,Dark,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/dark/%~n1-269.jpg,Dark,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/dark/%~n1-27.jpg,Dark,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/dark/%~n1-272.jpg,Dark,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/dark/%~n1-273.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-280.jpg,Dark,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/dark/%~n1-299.jpg,Dark,Y 2025-nå,internal,2025-nå
Blue,Egenprodusert/Tesla/dark/%~n1-3.jpg,Dark,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/dark/%~n1-30.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-305.jpg,Dark,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/dark/%~n1-306.jpg,Dark,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/dark/%~n1-307.jpg,Dark,3 2017–2023,internal,2017–2023
White,Egenprodusert/Tesla/dark/%~n1-308.jpg,Dark,3 2017–2023,internal,2017–2023
Red,Egenprodusert/Tesla/dark/%~n1-309.jpg,Dark,Y 2025-nå,internal,2025-nå
Red,Egenprodusert/Tesla/dark/%~n1-311.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-315.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-316.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-317.jpg,Dark,Y 2025-nå,internal,2025-nå
White,Egenprodusert/Tesla/dark/%~n1-32.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-324.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-325.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-326.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-327.jpg,Dark,X,internal,2016–2020
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-33.jpg,Dark,Y 2025-nå,internal,2025-nå
Light gray/Silver,Egenprodusert/Tesla/dark/%~n1-330.jpg,Dark,Y 2020–2024,internal,2020–2024
Light gray/Silver,Egenprodusert/Tesla/dark/%~n1-331.jpg,Dark,Y 2020–2024,internal,2020–2024
Blue,Egenprodusert/Tesla/dark/%~n1-334.jpg,Dark,3 2024–nå,internal,2024–nå
Red,Egenprodusert/Tesla/dark/%~n1-335.jpg,Dark,Y 2020–2024,internal,2020–2024
Red,Egenprodusert/Tesla/dark/%~n1-336.jpg,Dark,Y 2020–2024,internal,2020–2024
Red,Egenprodusert/Tesla/dark/%~n1-337.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-338.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-339.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-34.jpg,Dark,Y 2025-nå,internal,2025-nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-340.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-341.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-342.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-343.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-344.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-345.jpg,Dark,3 2017–2023,internal,2017–2023
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-346.jpg,Dark,3 2017–2023,internal,2017–2023
Red,Egenprodusert/Tesla/dark/%~n1-347.jpg,Dark,3 2024–nå,internal,2024–nå
Red,Egenprodusert/Tesla/dark/%~n1-348.jpg,Dark,3 2024–nå,internal,2024–nå
Red,Egenprodusert/Tesla/dark/%~n1-349.jpg,Dark,3 2024–nå,internal,2024–nå
Blue,Egenprodusert/Tesla/dark/%~n1-351.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-355.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-356.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-357.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-358.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-359.jpg,Dark,Y 2020–2024,internal,2020–2024
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-36.jpg,Dark,Y 2020–2024,internal,2020–2024
White,Egenprodusert/Tesla/dark/%~n1-360.jpg,Dark,X,internal,2021–nå
White,Egenprodusert/Tesla/dark/%~n1-361.jpg,Dark,X,internal,2021–nå
White,Egenprodusert/Tesla/dark/%~n1-362.jpg,Dark,X,internal,2021–nå
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-364.jpg,Dark,Y 2020–2024,internal,2020–2024
