color,image,lighting,model,source,year,lvl1,lvl2,strat_key
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1369.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Yellow,Eksternt/non-tesla/daylight/0204_03968.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/daylight/%~n1-492.jpg,Light,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Light
White,Egenprodusert/Tesla/low-light/%~n1-171.jpg,Medium,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Medium
White,Egenprodusert/Tesla/low-light/IMG_1304.jpeg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium
Blue,Eksternt/non-tesla/daylight/2143_03319.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Egenprodusert/non-tesla/daylight/IMG_1730.jpeg,Light,Other car,internal,,Other,NA,Other|NA|Light
Blue,Eksternt/non-tesla/daylight/1186_06375.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/1962_04687.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Egenprodusert/Tesla/dark/%~n1-5.jpg,Dark,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Dark
White,Egenprodusert/Tesla/daylight/IMG_1778.jpeg,Light,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Light
White,Egenprodusert/Tesla/low-light/%~n1-31.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
White,Egenprodusert/Tesla/daylight/%~n1-376.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Blue,Egenprodusert/non-tesla/dark/IMG_4377.jpeg,Dark,Other car,internal,,Other,NA,Other|NA|Dark
Blue,Egenprodusert/Tesla/daylight/IMG_1349.jpeg,Light,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1981_06308.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1437_02652.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0867_00489.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/0253_00394.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Eksternt/non-tesla/daylight/0210_04665.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Egenprodusert/Tesla/dark/IMG_3839.jpeg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark
Red,Eksternt/Tesla/daylight/Kaggle/Y/images (87).jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Egenprodusert/Tesla/daylight/20260129_121639576_iOS.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Eksternt/non-tesla/daylight/0762_04241.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0612_00027.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Eksternt/non-tesla/daylight/0975_05161.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_1197.jpeg,Dark,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Dark
White,Egenprodusert/Tesla/daylight/IMG_1237.jpeg,Light,S 2012–2015,internal,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light
White,Eksternt/Tesla/daylight/Kaggle/Y/t54.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Eksternt/Tesla/daylight/Kaggle/Y/images - 2023-08-30T082158.696.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Light gray/Silver,Egenprodusert/Tesla/low-light/IMG_1449.jpeg,Medium,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Medium
Red,Egenprodusert/Tesla/daylight/IMG_3906.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Blue,Eksternt/Tesla/daylight/Kaggle/Y/images (50).jpg,Light,X,external,2021–nå,Tesla,X,Tesla|X|Light
White,Egenprodusert/non-tesla/daylight/IMG_4329.jpeg,Light,Other car,internal,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/2260_05024.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/S/2016_tesla_model_s-pic-4209294532671629022-1024x768.jpeg,Light,S 2012–2015,external,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light
Red,Eksternt/non-tesla/daylight/1856_00791.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Egenprodusert/Tesla/daylight/IMG_3967.jpeg,Light,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Light
White,Egenprodusert/Tesla/low-light/%~n1-302.jpg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_1151.jpeg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
White,Egenprodusert/Tesla/daylight/IMG_1716.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Black/Dark gray,Egenprodusert/non-tesla/daylight/%~n1-511.jpg,Light,Other car,internal,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4155.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
White,Eksternt/non-tesla/daylight/1583_02497.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_1581.jpeg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium
White,Egenprodusert/Tesla/dark/%~n1-65.jpg,Dark,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Dark
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-345.jpg,Dark,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Dark
White,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070949.718.jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Red,Eksternt/Tesla/daylight/Kaggle/3/MODEL3-MAIN_i.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/S/t154.jpg,Light,S 2012–2015,external,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light
Blue,Egenprodusert/non-tesla/daylight/IMG_1725.jpeg,Light,Other car,internal,,Other,NA,Other|NA|Light
Light gray/Silver,Egenprodusert/Tesla/dark/%~n1-371.jpg,Dark,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Dark
Black/Dark gray,Egenprodusert/non-tesla/dark/IMG_1277.jpeg,Dark,Other car,internal,,Other,NA,Other|NA|Dark
White,Eksternt/non-tesla/daylight/1144_03100.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/1502_04010.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/Tesla/daylight/Kaggle/X/images - 2023-08-30T070123.703.jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1737_06208.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Egenprodusert/Tesla/daylight/IMG_3907.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-338.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_3890.jpeg,Light,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1750_07366.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-14.jpg,Dark,S 2016–nå,internal,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Dark
Blue,Egenprodusert/Tesla/dark/IMG_3804.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/1815_02671.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/low-light/%~n1-298.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4220.jpeg,Dark,S 2016–nå,internal,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Dark
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_3911.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Red,Egenprodusert/Tesla/daylight/IMG_3965.jpeg,Light,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Light
Red,Eksternt/non-tesla/daylight/1060_05735.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/Tesla/daylight/Kaggle/X/images - 2023-08-30T070123.102.jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Blue,Eksternt/non-tesla/daylight/0084_00752.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/Tesla/daylight/Kaggle/3/t33.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
White,Eksternt/non-tesla/daylight/2043_02753.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/non-tesla/dark/IMG_1816.jpeg,Dark,Other car,internal,,Other,NA,Other|NA|Dark
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-327.jpg,Dark,X,internal,2016–2020,Tesla,X,Tesla|X|Dark
Yellow,Eksternt/non-tesla/daylight/0954_02489.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/1864_07622.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/Tesla/daylight/Kaggle/Y/2022-tesla-model-y-performance-awd-angular-front-exterior-view_100833533_l.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Black/Dark gray,Eksternt/non-tesla/daylight/0510_03389.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1799.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Light gray/Silver,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070932.447.jpg,Light,X,external,2021–nå,Tesla,X,Tesla|X|Light
Blue,Eksternt/non-tesla/daylight/1059_07225.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/dark/IMG_1222.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Black/Dark gray,Egenprodusert/non-tesla/daylight/IMG_4334.jpeg,Light,Other car,internal,,Other,NA,Other|NA|Light
Yellow,Eksternt/non-tesla/daylight/1704_06395.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Eksternt/Tesla/daylight/Kaggle/Y/2023-tesla-model-y-suv-coty-230131-njacobs-whls-coty-7a.png,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-66.jpg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium
Blue,Egenprodusert/non-tesla/dark/IMG_1813.jpeg,Dark,Other car,internal,,Other,NA,Other|NA|Dark
Black/Dark gray,Eksternt/non-tesla/daylight/1631_06714.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-113.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/1251_01466.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/daylight/IMG_4004.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Red,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T071002.808.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Red,Eksternt/non-tesla/daylight/0036_07447.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/Tesla/daylight/Kaggle/3/shutterstock_2071007495-scaled.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Egenprodusert/Tesla/low-light/IMG_1445.jpeg,Medium,X,internal,2016–2020,Tesla,X,Tesla|X|Medium
White,Eksternt/non-tesla/daylight/0644_02439.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/low-light/IMG_4048.jpeg,Medium,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Medium
White,Egenprodusert/Tesla/low-light/IMG_4082.jpeg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium
Blue,Egenprodusert/Tesla/daylight/IMG_3942.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Red,Eksternt/non-tesla/daylight/1862_05927.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Eksternt/non-tesla/daylight/1910_03508.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/dark/%~n1-105.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Black/Dark gray,Egenprodusert/Tesla/daylight/20260207_151341607_iOS.jpg,Light,X,internal,2016–2020,Tesla,X,Tesla|X|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0550_04082.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Egenprodusert/non-tesla/dark/20260201_180007454_iOS.jpg,Dark,Other car,internal,,Other,NA,Other|NA|Dark
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_3995.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Eksternt/non-tesla/daylight/1369_00342.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Eksternt/Tesla/daylight/Kaggle/X/images - 2023-08-30T070124.529.jpg,Light,X,external,2016–2020,Tesla,X,Tesla|X|Light
Blue,Egenprodusert/Tesla/daylight/IMG_3944.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Egenprodusert/Tesla/low-light/IMG_4072.jpeg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
Light gray/Silver,Eksternt/non-tesla/daylight/1103_07887.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/2294_06937.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/dark/%~n1-72.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/1443_03728.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1125_05681.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070956.843.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Blue,Egenprodusert/Tesla/daylight/IMG_3976.jpeg,Light,X,internal,2016–2020,Tesla,X,Tesla|X|Light
White,Eksternt/non-tesla/daylight/0697_03780.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-182.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_4033.jpeg,Light,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1089_05621.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/non-tesla/dark/20260201_175749259_iOS.jpg,Dark,Other car,internal,,Other,NA,Other|NA|Dark
Black/Dark gray,Egenprodusert/non-tesla/daylight/IMG_1726.jpeg,Light,Other car,internal,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0320_07649.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/1996_07149.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/1528_03321.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/low-light/%~n1-141.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_4131.jpeg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium
Light gray/Silver,Egenprodusert/Tesla/low-light/IMG_3747.jpeg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
White,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070953.511.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Blue,Egenprodusert/Tesla/low-light/IMG_1544.jpeg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-13.jpg,Dark,S 2016–nå,internal,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Dark
White,Eksternt/Tesla/daylight/Kaggle/Y/t26.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Light gray/Silver,Eksternt/Tesla/daylight/Kaggle/3/images (47).jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/Y/image.png,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Green,Eksternt/non-tesla/daylight/1210_07782.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/Tesla/daylight/Stanford/015227.jpg,Light,S 2012–2015,external,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light
Red,Eksternt/non-tesla/daylight/1182_03046.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/daylight/IMG_3886.jpeg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4158.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
White,Egenprodusert/Tesla/low-light/IMG_4049.jpeg,Medium,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Medium
Light gray/Silver,Egenprodusert/non-tesla/low-light/IMG_4351.jpeg,Medium,Other car,internal,,Other,NA,Other|NA|Medium
White,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070927.657.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
White,Eksternt/non-tesla/daylight/0544_03099.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/Tesla/daylight/Kaggle/3/t134.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Eksternt/non-tesla/daylight/1745_05326.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Egenprodusert/Tesla/low-light/IMG_1439.jpeg,Medium,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Medium
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_1710.jpeg,Light,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Light
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_3771.jpeg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark
Light gray/Silver,Eksternt/non-tesla/daylight/0571_03838.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/Tesla/daylight/Kaggle/S/15271_st0640_116.png,Light,S 2016–nå,external,2021–nå,Tesla,S 2016–nå,Tesla|S 2016–nå|Light
Blue,Eksternt/non-tesla/daylight/1244_01915.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Blue,Eksternt/non-tesla/daylight/1695_08113.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Egenprodusert/non-tesla/daylight/IMG_4321.jpeg,Light,Other car,internal,,Other,NA,Other|NA|Light
Orange,Eksternt/non-tesla/daylight/2158_00660.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Black/Dark gray,Egenprodusert/Tesla/daylight/%~n1-408.jpg,Light,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Red,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070958.257.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Blue,Eksternt/non-tesla/daylight/0982_06584.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/1178_01948.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/0103_02178.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Egenprodusert/Tesla/daylight/IMG_3966.jpeg,Light,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Light
White,Egenprodusert/Tesla/daylight/%~n1-452.jpg,Light,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/Y/2021-Tesla-Model-Y-dual-motor-screenshot-RCR.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light
White,Eksternt/non-tesla/daylight/0177_07103.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/2253_04566.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Light gray/Silver,Eksternt/non-tesla/daylight/0022_04204.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
White,Eksternt/non-tesla/daylight/2261_08013.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Egenprodusert/Tesla/low-light/%~n1-62.jpg,Medium,X,internal,2016–2020,Tesla,X,Tesla|X|Medium
White,Egenprodusert/Tesla/low-light/%~n1-276.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium
Light gray/Silver,Egenprodusert/Tesla/dark/IMG_1481.jpeg,Dark,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Dark
Red,Egenprodusert/Tesla/daylight/%~n1-501.jpg,Light,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Light
Red,Egenprodusert/Tesla/low-light/IMG_3708.jpeg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium
White,Egenprodusert/Tesla/low-light/IMG_1429.jpeg,Medium,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Medium
Red,Eksternt/non-tesla/daylight/0067_01766.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
Red,Eksternt/non-tesla/daylight/0607_06218.jpg,Light,Other car,external,,Other,NA,Other|NA|Light
